Text,Sentiment
enjoywish nice day springfield todayhowever end month expense report,positive
oh im sorry least youll still able buy regular ticket worry limit,negative
haha good slightly geeky funny x,positive
license carat least,neutral
say hello marina green couldnt participate barcelona weeken,negative
hope something relatively minor easy heal cant stand furbabies get sick,neutral
oh ive watched third episode jonas awesome,positive
want go tonight cant get home,negative
love paramore welcome back,positive
dahsar thanxs hun,positive
newamerykah im alllllllllllllllllllllllllllll woke late didnt get breakfast wakenbake,neutral
fun read thanks brit make thing interesting funny whittled 33 saint day four httpffim2zgfk,positive
forgot fan haha,neutral
know unfortunately im one fifteen bazillions american without health insurance awesome,neutral
got finished cleaning putting mom present happy mother day im going sleeeeep,positive
getting play golf kickin leadership teami feeling r gonna kick golf course,negative
httpbitlylazel wow christian lacroix bankrupt sad,negative
ia much havent really happy cook choice single,negative
good 1km visible shot td one show total decoupling low mid level centersthis system dead waiting next one,negative
goingg school today,neutral
cleaned follower list blocked girl look like spammer,neutral
watching 3rd episode jonas,neutral
jogged forest nina heavy wind reminded need set turbine free electricity,neutral
awww ive lost follower fail,negative
sad friend everyday long time,negative
1 horse town 2 blown car speaker,neutral
watching chicago honeyyyy im miss hey arnold wild thornberrys,negative
pool still closed cloudy cook tonight,neutral
u ever answer ur fan wish u would question ive wanting ask u month,neutral
b show sold wait til tomorrow sunday,neutral
soooo sunburnt mum earlier wait get fell asleep trampoline 2 hour sun u,negative
matter httpbitlyss6yp jealous,negative
still working frustrating,negative
ok day jo bit bruised,negative
thanks finish schoolwork today rehearsal tonight though ru,positive
isnt going movie got grounded,negative
erocka ruler called see get love whats,negative
miss alot im gonna talk hope,negative
last friday high school year,neutral
ohh im watching best friend wedding sad,negative
tha bus,neutral
truly enlightening,positive
thanks deserve,positive
bree say hi otter favorite besides fact slowly killing shell open,neutral
honourary fluffette lovely hair whats left,positive
home china back work,neutral
scrub moisturize doesnt even sound like showering maybe u inclined follow en rephael,neutral
httptwittercomdjcyana yeah haha,neutral
michael cera new movie,neutral
school time cuz im sick,negative
omg really ran wall,neutral
got show early jackson chillen lil shorty,neutral
know shortage shell crab use beach due beach comber sad,negative
suck matter im gonna freakin late work,negative
go dang wedding madison,neutral
ha thought would enjoy family guy reference im bored,negative
abit happier thought ashleigh loocie soonish sad miss sane,neutral
feel like im going toss cooky,neutral
hope fab time saw twitpics love wore dress great pic,positive
shakalohana week two flat wavez surfin,negative
cool guide best tip use unless absolutely needed,positive
best friend comingexcited,positive
yep mood 4,neutral
im sooooo bored right,negative
sisi dont think 4 2nite sadly im alot pain 2day bad nitecan go anotha week soon,negative
twitter driving nutswont let download profile pic guess ill keep trying,negative
reaons worth drunk reason depressed revision nothing happened reason worth itmatt dunno,negative
twitter slowing today,negative
say hi tom please please,neutral
thought might interested httptweetphotocom see who viewing photo,positive
sitting sabbeth first period buhahaha cool sabbeth lmao,positive
chicago rock sock,positive
said aj made sensehahaha talking loved picture colin,positive
listening hey zulu red n meth sux work right,neutral
dish im train newcastle leave nontweetinggirlfriend behind 2 week always bit sad,negative
careless vocal,negative
really really cant sleep x,neutral
panera lunch byyy aww,negative
way sthlm maybe movie cool httpgykdnet,neutral
catchfire happy birthday chip sister,positive
whew finally got rc,positive
photo gone,neutral
sounding like worst lurgy ever one wont go away ready endofrope action yet,negative
child digital age use twitter ask question bring logic,neutral
yayz today day call see got job x3 ish happy even though slept horribly im kinda drained,neutral
tried talkingvoice died end sentence annpyimg thing id feel fine another day playing hit,positive
lol yeah guess point,neutral
headache,negative
httptwitpiccom4jam0 better lighting would enhanced photo nice angle though,positive
may 4th happy star war day httpowly52aw,positive
lol see king,neutral
oh see daily life shot itll interesting well,positive
woo great subject month use sparkler,positive
marley wont watch french open unless hd latest political ad httptinyurlcomlvsn76,neutral
gear dont use anymore want throw away,neutral
happy weekendlove knocked yall,neutral
shantz heyy shantell twitter cool thats guess followed britney spear followed back,positive
aw sorry ur day sucked u see post abt car issue lol think safe say get better tho beerthirty,neutral
dont worry hate nobody comment pic,negative
oh begun long,neutral
thats last night,neutral
ill give first hug,positive
freaking bored bus hate poor ã¯â¿â½480 return 10 min train ã¯â¿â½2 return hour long busipod battery 2,negative
nessiah yeah fifteen minute,neutral
dont like term partner come relationship business like thats ugly word day,negative
top 5 word ive tweeted hug good people fun twitter httptinyurlcomdcxoty thats really quite nice,positive
least large vocabulary benefit writer hope youre well sister,positive
want play,neutral
thanks youre first one wish happy mother day,positive
im ho didnt go tigerheat tonite,neutral
lol liked log ride reference think think ride wet get,positive
tired hell bed time cara nighty night twitter world,negative
duty student union 3 punter u member public,neutral
dunno im gonna love skinny jean,positive
avenue love website wish lived closer sample cupcakey treat,positive
always get really excited steal kiss ben harper come ipodgreat songlove beatboxing beginning,positive
may 4th,positive
stack8 mady u go truck u run away,neutral
yep httpbitly15yyid go christmas treat,neutral
john sure arent mtb,neutral
angel even though im probably third angel demon,neutral
camee back bowling offiacial suck,negative
ugh plane delayed due weather stuck another hour kill httptwitpiccom67xs0,negative
im going try get sleep got work mostly day im training bakery also glammyyy crocker deck lmao text call,neutral
2697 view flickr account maybe much im happy yay httpwwwflickrcomphotosbonassin,positive
watching ripleys believe eatingbad choice,negative
watched white house dinner speech barack he many kind awesome,positive
totally confused bored life must change,negative
thats problem dns isnt working utorrent destroytwitter working everything else,negative
watching king men pretty good far,positive
always miss wont able commence foolishness til fall come fall ill visiting yay,negative
dee yeah bought making crispy waffle,neutral
httptwitpiccom4uy8l lol drumming,neutral
interested watching snl ciara justin timberfake,positive
ok woke need get ready day getting twitterena 21 submitted,neutral
starting internship today pretty excited,positive
tempted buy mac acweven though dont need anythingbut want try dazzleglasses,neutral
night night twitter world still cant believe thomas thing tomorrow gunna funsad,neutral
